state_fips,county_fips,poverty_all_pct,child_poverty_pct,median_income,county,year
37,5,17.8,28.4,45239,Alleghany,2021
37,7,21.2,30.5,40773,Anson,2021
37,9,14.2,22.4,45551,Ashe,2021
37,11,17.0,24.0,48470,Avery,2021
37,13,20.1,32.0,50312,Beaufort,2021
37,15,20.7,30.8,41280,Bertie,2021
37,17,21.6,30.6,42398,Bladen,2021
37,19,9.8,18.4,67286,Brunswick,2021
37,21,11.7,17.0,63838,Buncombe,2021
37,23,14.3,19.9,53758,Burke,2021
37,25,9.4,12.7,79148,Cabarrus,2021
37,27,14.8,21.2,44705,Caldwell,2021
37,29,8.0,9.8,79162,Camden,2021
37,31,11.8,17.9,63146,Carteret,2021
37,33,20.7,27.8,50879,Caswell,2021
37,35,13.5,17.9,59841,Catawba,2021
37,37,12.2,16.7,82764,Chatham,2021
37,39,13.9,26.9,44211,Cherokee,2021
37,41,17.6,28.5,48568,Chowan,2021
37,43,13.8,25.2,51537,Clay,2021
37,45,18.0,26.8,49009,Cleveland,2021
37,47,23.4,33.9,41206,Columbus,2021
37,49,12.6,18.0,57628,Craven,2021
37,51,15.8,21.7,52463,Cumberland,2021
37,53,8.6,12.8,82759,Currituck,2021
37,55,8.7,14.0,68682,Dare,2021
37,57,13.6,19.6,53473,Davidson,2021
37,59,9.7,14.4,67224,Davie,2021
37,61,19.1,28.4,45149,Duplin,2021
37,63,13.4,19.3,71436,Durham,2021
37,65,22.4,33.0,41157,Edgecombe,2021
37,67,14.3,19.9,60228,Forsyth,2021
37,69,12.5,17.4,63687,Franklin,2021
37,71,14.9,19.6,56017,Gaston,2021
37,73,13.5,20.7,59762,Gates,2021
37,75,17.1,27.6,43647,Graham,2021
37,77,14.0,16.7,62715,Granville,2021
37,79,23.3,31.8,42884,Greene,2021
37,81,13.5,17.7,60915,Guilford,2021
37,83,27.3,35.9,38944,Halifax,2021
37,85,13.3,17.8,61701,Harnett,2021
37,87,13.7,20.4,51817,Haywood,2021
37,89,12.0,18.6,60384,Henderson,2021
37,91,24.5,35.1,40461,Hertford,2021
37,93,15.5,21.5,54948,Hoke,2021
37,95,21.0,30.3,44880,Hyde,2021
37,97,9.5,12.8,69734,Iredell,2021
37,99,18.7,22.5,50652,Jackson,2021
37,101,11.8,15.2,69889,Johnston,2021
37,103,17.6,29.1,47616,Jones,2021
37,105,15.1,20.6,56679,Lee,2021
37,107,21.1,30.1,44244,Lenoir,2021
37,109,8.8,12.3,73319,Lincoln,2021
37,111,14.5,21.8,50476,McDowell,2021
37,113,14.2,21.8,49406,Macon,2021
37,115,15.3,22.2,51849,Madison,2021
37,117,20.1,30.8,43261,Martin,2021
37,119,10.2,14.1,75138,Mecklenburg,2021
37,121,15.0,22.4,49086,Mitchell,2021
37,123,17.6,27.8,52897,Montgomery,2021
37,125,9.2,13.1,69373,Moore,2021
37,127,14.8,22.3,55956,Nash,2021
37,129,11.9,13.2,66212,New Hanover,2021
37,131,23.6,36.4,40524,Northampton,2021
37,133,13.9,18.1,55645,Onslow,2021
37,135,12.2,10.6,79814,Orange,2021
37,137,15.3,26.3,53732,Pamlico,2021
37,139,15.4,22.4,51365,Pasquotank,2021
37,141,10.8,15.4,69555,Pender,2021
37,143,15.5,27.2,53760,Perquimans,2021
37,145,17.5,25.6,55287,Person,2021
37,147,21.6,23.5,48116,Pitt,2021
37,149,12.3,18.8,58064,Polk,2021
37,151,13.5,21.1,57088,Randolph,2021
37,153,26.2,40.2,42158,Richmond,2021
37,155,27.9,36.0,38613,Robeson,2021
37,157,18.1,26.5,46868,Rockingham,2021
37,159,17.0,23.6,56441,Rowan,2021
37,161,17.5,25.3,44477,Rutherford,2021
37,163,20.4,29.2,48267,Sampson,2021
37,165,24.4,35.0,44060,Scotland,2021
37,167,14.5,20.7,57465,Stanly,2021
37,169,13.1,19.1,57763,Stokes,2021
37,171,16.1,21.1,51820,Surry,2021
37,173,17.4,25.8,47838,Swain,2021
37,175,12.5,21.9,61737,Transylvania,2021
37,177,21.1,30.9,39970,Tyrrell,2021
37,179,7.7,9.4,87553,Union,2021
37,181,20.8,34.4,45557,Vance,2021
37,183,9.4,10.1,91558,Wake,2021
37,185,19.9,29.2,44794,Warren,2021
37,187,20.7,38.8,42582,Washington,2021
37,189,21.8,13.8,55183,Watauga,2021
37,191,18.7,26.7,49955,Wayne,2021
37,193,17.1,23.9,47891,Wilkes,2021
37,195,18.8,26.6,48777,Wilson,2021
37,197,12.7,18.8,56547,Yadkin,2021
37,199,17.4,24.2,46299,Yancey,2021
37,1,12.7,15.0,61034,Alamance,2022
37,3,13.8,20.9,67717,Alexander,2022
37,5,15.6,25.3,49524,Alleghany,2022
37,7,22.4,32.6,48284,Anson,2022
37,9,14.4,20.6,54379,Ashe,2022
37,11,14.8,20.5,53894,Avery,2022
37,13,17.7,28.2,54415,Beaufort,2022
37,15,23.8,34.9,44434,Bertie,2022
37,17,18.5,27.5,46002,Bladen,2022
37,19,8.5,16.5,73536,Brunswick,2022
37,21,12.3,15.4,67906,Buncombe,2022
37,23,12.6,18.5,60629,Burke,2022
37,25,8.0,9.9,79649,Cabarrus,2022
37,27,16.2,23.9,53586,Caldwell,2022
37,29,7.4,9.2,82620,Camden,2022
37,31,12.1,17.0,67806,Carteret,2022
37,33,16.6,24.0,54215,Caswell,2022
37,35,12.3,16.4,63934,Catawba,2022
37,37,8.9,11.0,84516,Chatham,2022
37,39,15.1,24.5,51607,Cherokee,2022
37,41,16.3,25.3,55818,Chowan,2022
37,43,13.6,23.1,57698,Clay,2022
37,45,16.7,24.6,53170,Cleveland,2022
37,47,20.9,29.2,45379,Columbus,2022
37,49,13.9,19.1,63076,Craven,2022
37,51,15.9,21.2,58013,Cumberland,2022
37,53,8.9,11.7,76217,Currituck,2022
37,55,7.9,10.8,82052,Dare,2022
37,57,12.5,16.1,63590,Davidson,2022
37,59,11.4,15.1,63436,Davie,2022
37,61,20.2,29.6,51270,Duplin,2022
37,63,11.1,17.0,79524,Durham,2022
37,65,20.8,31.8,48770,Edgecombe,2022
37,67,14.7,21.6,62992,Forsyth,2022
37,69,10.9,15.7,72415,Franklin,2022
37,71,12.0,16.8,65430,Gaston,2022
37,73,14.2,19.5,66561,Gates,2022
37,75,14.8,22.7,50301,Graham,2022
37,77,11.4,15.3,74120,Granville,2022
37,79,25.3,35.2,49992,Greene,2022
37,81,16.4,21.2,63822,Guilford,2022
37,83,19.6,28.0,44804,Halifax,2022
37,85,13.3,16.6,65242,Harnett,2022
37,87,11.6,18.5,62374,Haywood,2022
37,89,12.3,16.2,65252,Henderson,2022
37,91,22.8,35.1,43871,Hertford,2022
37,93,14.6,20.2,60903,Hoke,2022
37,95,20.8,28.3,48068,Hyde,2022
37,97,9.4,12.1,73446,Iredell,2022
37,99,17.6,18.6,58491,Jackson,2022
37,101,10.0,13.6,80612,Johnston,2022
37,103,17.1,27.4,56079,Jones,2022
37,105,15.8,23.8,58244,Lee,2022
37,107,21.3,31.7,46410,Lenoir,2022
37,109,9.0,11.3,78615,Lincoln,2022
37,111,16.1,22.2,54042,McDowell,2022
37,113,12.4,18.6,53832,Macon,2022
37,115,15.0,21.2,54137,Madison,2022
37,117,20.4,29.3,44445,Martin,2022
37,119,10.3,14.1,80645,Mecklenburg,2022
37,121,15.7,21.7,53555,Mitchell,2022
37,123,16.4,24.0,55313,Montgomery,2022
37,125,9.8,13.0,84458,Moore,2022
37,127,14.5,21.4,55406,Nash,2022
37,129,11.7,15.5,70995,New Hanover,2022
37,131,19.6,29.3,51550,Northampton,2022
37,133,12.4,16.2,62190,Onslow,2022
37,135,13.3,11.4,87780,Orange,2022
37,137,15.5,27.4,59845,Pamlico,2022
37,139,15.4,22.8,59066,Pasquotank,2022
37,141,10.5,13.9,73663,Pender,2022
37,143,13.4,23.0,60665,Perquimans,2022
37,145,13.8,20.3,61302,Person,2022
37,147,19.5,22.9,57319,Pitt,2022
37,149,13.0,19.5,61585,Polk,2022
37,151,14.2,17.6,58037,Randolph,2022
37,153,22.6,30.6,44383,Richmond,2022
37,155,26.1,35.0,39931,Robeson,2022
37,157,17.0,22.9,52494,Rockingham,2022
37,159,14.9,23.1,61105,Rowan,2022
37,161,16.4,21.4,53485,Rutherford,2022
37,163,20.1,25.7,52248,Sampson,2022
37,165,24.1,34.3,45996,Scotland,2022
37,167,12.9,19.0,58642,Stanly,2022
37,169,10.5,15.4,56259,Stokes,2022
37,171,17.3,22.7,49524,Surry,2022
37,173,13.5,20.7,55462,Swain,2022
37,175,13.4,20.9,62173,Transylvania,2022
37,177,19.7,28.1,42514,Tyrrell,2022
37,179,7.1,8.7,95079,Union,2022
37,181,20.1,31.5,49961,Vance,2022
37,183,7.5,8.3,97099,Wake,2022
37,185,20.7,27.3,47170,Warren,2022
37,187,21.1,35.3,46072,Washington,2022
37,189,21.0,12.8,57888,Watauga,2022
37,191,18.0,26.4,55635,Wayne,2022
37,193,19.1,28.4,48229,Wilkes,2022
37,195,19.7,30.6,51535,Wilson,2022
37,197,12.1,17.6,61464,Yadkin,2022
37,199,14.8,21.4,54455,Yancey,2022
37,1,12.5,16.0,66395,Alamance,2023
37,3,12.4,17.4,62976,Alexander,2023
37,5,16.3,24.5,46571,Alleghany,2023
37,7,24.1,33.0,50503,Anson,2023
37,9,15.3,22.0,54589,Ashe,2023
37,11,15.9,22.1,55922,Avery,2023
37,13,19.3,30.5,55960,Beaufort,2023
37,15,24.3,33.5,44371,Bertie,2023
37,17,19.3,29.1,49661,Bladen,2023
37,19,10.3,16.8,76797,Brunswick,2023
37,21,12.9,16.4,71218,Buncombe,2023
37,23,15.9,24.4,55616,Burke,2023
37,25,9.1,12.4,85540,Cabarrus,2023
37,27,13.6,18.1,56239,Caldwell,2023
37,29,8.0,8.5,84656,Camden,2023
37,31,10.6,14.4,76397,Carteret,2023
37,33,16.5,23.3,57865,Caswell,2023
37,35,11.9,15.6,65898,Catawba,2023
37,37,8.4,11.7,95716,Chatham,2023
37,39,14.6,24.5,53926,Cherokee,2023
37,41,15.1,24.6,60808,Chowan,2023
37,43,12.1,22.2,53229,Clay,2023
37,45,17.2,26.0,61411,Cleveland,2023
37,47,20.1,30.2,50837,Columbus,2023
37,49,15.5,25.1,61761,Craven,2023
37,51,15.3,22.0,61511,Cumberland,2023
37,53,7.8,10.5,86047,Currituck,2023
37,55,8.9,13.3,79646,Dare,2023
37,57,14.0,21.2,63551,Davidson,2023
37,59,9.7,13.9,76153,Davie,2023
37,61,19.8,26.8,52947,Duplin,2023
37,63,10.6,15.1,81413,Durham,2023
37,65,22.6,39.0,49972,Edgecombe,2023
37,67,14.8,23.2,65556,Forsyth,2023
37,69,11.3,15.0,70898,Franklin,2023
37,71,13.5,18.5,67076,Gaston,2023
37,73,14.0,19.5,64047,Gates,2023
37,75,16.9,23.3,51841,Graham,2023
37,77,11.4,15.8,72896,Granville,2023
37,79,22.0,29.7,52145,Greene,2023
37,81,14.8,20.6,65890,Guilford,2023
37,83,25.5,41.6,48520,Halifax,2023
37,85,13.7,18.3,70074,Harnett,2023
37,87,11.0,17.3,64553,Haywood,2023
37,89,10.6,15.5,63765,Henderson,2023
37,91,22.7,32.0,48964,Hertford,2023
37,93,18.5,24.3,60257,Hoke,2023
37,95,23.3,31.2,49781,Hyde,2023
37,97,9.2,11.9,84335,Iredell,2023
37,99,17.0,21.3,55462,Jackson,2023
37,101,10.8,14.1,79666,Johnston,2023
37,103,19.1,30.3,53001,Jones,2023
37,105,14.7,22.9,62680,Lee,2023
37,107,23.1,32.0,51601,Lenoir,2023
37,109,10.7,13.2,79109,Lincoln,2023
37,111,15.1,20.1,53697,McDowell,2023
37,113,13.5,20.5,58765,Macon,2023
37,115,13.8,20.0,59505,Madison,2023
37,117,19.7,30.8,49033,Martin,2023
37,119,10.2,14.2,84796,Mecklenburg,2023
37,121,14.8,19.8,56746,Mitchell,2023
37,123,15.6,21.2,55005,Montgomery,2023
37,125,10.5,12.6,78955,Moore,2023
37,127,14.4,21.3,65457,Nash,2023
37,129,12.1,15.5,79106,New Hanover,2023
37,131,20.7,31.8,44182,Northampton,2023
37,133,12.4,16.2,66982,Onslow,2023
37,135,11.7,8.2,86736,Orange,2023
37,137,15.0,25.4,61996,Pamlico,2023
37,139,15.5,23.2,59463,Pasquotank,2023
37,141,11.4,14.4,72161,Pender,2023
37,143,15.1,24.8,61157,Perquimans,2023
37,145,14.3,19.2,64466,Person,2023
37,147,19.4,23.2,60268,Pitt,2023
37,149,12.8,19.8,59012,Polk,2023
37,151,15.5,20.6,59336,Randolph,2023
37,153,22.6,31.0,50242,Richmond,2023
37,155,27.7,37.9,42180,Robeson,2023
37,157,13.6,18.6,58508,Rockingham,2023
37,159,14.6,20.7,65139,Rowan,2023
37,161,15.2,20.3,50714,Rutherford,2023
37,163,18.5,26.0,53637,Sampson,2023
37,165,28.6,42.9,45604,Scotland,2023
37,167,11.0,14.5,65784,Stanly,2023
37,169,10.5,15.2,61374,Stokes,2023
37,171,13.9,16.3,58211,Surry,2023
37,173,15.6,23.3,54357,Swain,2023
37,175,12.5,18.4,62002,Transylvania,2023
37,177,21.4,29.9,46072,Tyrrell,2023
37,179,8.4,10.2,98776,Union,2023
37,181,23.2,36.7,45408,Vance,2023
37,183,7.2,8.2,103084,Wake,2023
37,185,20.3,30.6,47866,Warren,2023
37,187,22.6,35.8,47239,Washington,2023
37,189,18.6,12.3,62045,Watauga,2023
37,191,17.1,22.2,56313,Wayne,2023
37,193,16.3,20.7,50848,Wilkes,2023
37,195,18.8,27.0,52620,Wilson,2023
37,197,12.9,17.8,61626,Yadkin,2023
37,199,15.9,22.0,54913,Yancey,2023
37,1,13.8,18.2,66652,Alamance,2024
37,3,12.2,15.0,66198,Alexander,2024
37,5,15.1,24.0,53354,Alleghany,2024
37,7,21.3,26.0,57324,Anson,2024
37,9,15.5,24.4,57567,Ashe,2024
37,11,15.8,19.9,58017,Avery,2024
37,13,16.1,23.9,58625,Beaufort,2024
37,15,20.1,25.4,47587,Bertie,2024
37,17,20.6,28.2,49547,Bladen,2024
37,19,9.0,16.2,81361,Brunswick,2024
37,21,12.4,15.7,78993,Buncombe,2024
37,23,14.0,22.1,61006,Burke,2024
37,25,8.5,10.2,87867,Cabarrus,2024
37,27,14.0,18.3,59968,Caldwell,2024
37,29,7.5,7.8,89509,Camden,2024
37,31,9.5,13.2,76739,Carteret,2024
37,33,16.8,23.6,60453,Caswell,2024
37,35,13.0,16.9,70879,Catawba,2024
37,37,8.7,10.8,100222,Chatham,2024
37,39,15.4,23.9,55351,Cherokee,2024
37,41,15.9,24.8,57780,Chowan,2024
37,43,11.5,19.1,64569,Clay,2024
37,45,16.3,21.6,61392,Cleveland,2024
37,47,19.3,25.6,50741,Columbus,2024
37,49,12.7,16.6,65661,Craven,2024
37,51,16.5,22.2,60831,Cumberland,2024
37,53,8.1,10.4,94709,Currituck,2024
37,55,8.4,11.9,87321,Dare,2024
37,57,11.2,14.8,65644,Davidson,2024
37,59,10.4,13.0,77417,Davie,2024
37,61,21.1,30.5,56729,Duplin,2024
37,63,11.3,15.7,84375,Durham,2024
37,65,21.1,30.4,49283,Edgecombe,2024
37,67,13.3,16.6,67638,Forsyth,2024
37,69,12.6,15.2,72026,Franklin,2024
37,71,12.4,15.9,70318,Gaston,2024
37,73,14.3,17.5,68522,Gates,2024
37,75,16.4,22.3,55006,Graham,2024
37,77,13.5,18.3,70353,Granville,2024
37,79,19.9,24.5,57307,Greene,2024
37,81,13.5,18.6,70304,Guilford,2024
37,83,18.8,26.8,47318,Halifax,2024
37,85,13.2,14.3,72961,Harnett,2024
37,87,13.6,18.4,65113,Haywood,2024
37,89,9.8,14.7,72820,Henderson,2024
37,91,22.9,30.1,48051,Hertford,2024
37,93,16.2,23.0,68243,Hoke,2024
37,95,20.7,26.4,53386,Hyde,2024
37,97,9.6,11.8,85180,Iredell,2024
37,99,16.9,21.0,62044,Jackson,2024
37,101,9.6,13.4,88688,Johnston,2024
37,103,17.3,27.7,56456,Jones,2024
37,105,13.5,18.6,71876,Lee,2024
37,107,19.1,27.6,52084,Lenoir,2024
37,109,9.7,12.5,83859,Lincoln,2024
37,111,15.5,20.9,57124,McDowell,2024
37,113,12.2,19.9,58888,Macon,2024
37,115,14.9,19.3,61754,Madison,2024
37,117,19.7,28.4,52295,Martin,2024
37,119,10.6,14.3,90698,Mecklenburg,2024
37,121,13.5,19.1,58182,Mitchell,2024
37,123,16.0,23.0,57356,Montgomery,2024
37,125,10.9,13.4,85211,Moore,2024
37,127,12.5,18.4,66531,Nash,2024
37,129,11.7,14.0,77098,New Hanover,2024
37,131,22.5,34.5,51986,Northampton,2024
37,133,11.5,14.8,71800,Onslow,2024
37,135,12.4,9.1,83872,Orange,2024
37,137,17.6,23.6,63059,Pamlico,2024
37,139,15.3,21.8,64384,Pasquotank,2024
37,141,10.4,12.3,79480,Pender,2024
37,143,13.8,22.2,71446,Perquimans,2024
37,145,14.3,19.9,60520,Person,2024
37,147,19.8,21.7,59430,Pitt,2024
37,149,12.3,18.1,74525,Polk,2024
37,151,12.5,16.5,63374,Randolph,2024
37,153,21.5,31.9,50515,Richmond,2024
37,155,23.7,30.8,46927,Robeson,2024
37,157,17.2,24.5,56141,Rockingham,2024
37,159,14.1,18.6,65555,Rowan,2024
37,161,14.8,20.4,57208,Rutherford,2024
37,163,19.1,26.5,55628,Sampson,2024
37,165,22.9,34.7,55335,Scotland,2024
37,167,12.6,15.9,64791,Stanly,2024
37,169,11.8,15.1,67343,Stokes,2024
37,171,16.7,23.9,55191,Surry,2024
37,173,15.6,22.0,53257,Swain,2024
37,175,12.0,16.9,71679,Transylvania,2024
37,177,19.5,25.2,49846,Tyrrell,2024
37,179,7.6,9.1,107681,Union,2024
37,181,18.1,26.6,54441,Vance,2024
37,183,8.6,10.1,107083,Wake,2024
37,185,20.1,27.8,55287,Warren,2024
37,187,19.9,32.4,51253,Washington,2024
37,189,20.8,13.0,58832,Watauga,2024
37,191,19.3,29.6,59786,Wayne,2024
37,193,15.3,20.3,56053,Wilkes,2024
37,195,17.6,27.7,62252,Wilson,2024
37,197,14.5,19.1,66012,Yadkin,2024
37,199,14.5,19.8,62198,Yancey,2024
